http://en.wikipedia.org/wiki/Gasherbrum		History of conquest	2	first ascent	1957 by M. Schmuck, F. Wintersteller, K. Diemberger and H. Buhl (Austria)___1956 by F. Moravec, S. Larch, H. Willenpart (Austria)___1975 by W. Rutkiewicz, A. Chadwick-Onyszkiewicz, J. Onyszkiewicz and K. Zdzitowiecki (Poland)___1958 by W. Bonatti and C. Mauri (Italy)___Unclimbed___Unclimbed, attempted 1998 by French group (2 dead) and by Danish group (Bo Belvedere Christensen, Mads Granlien and Jan Mathorne reaching 6200 m)"	"Unclimbed___Unclimbed, attempted 1998 by French group (2 dead) and by Danish group (Bo Belvedere Christensen, Mads Granlien and Jan Mathorne reaching 6200 m)"	-0.761363636	1
http://en.wikipedia.org/wiki/Transport_Layer_Security?info=EXLINK	Browser support for TLS	Applications and adoption	2	Platforms	Android, Linux, Mac OS X, Windows (XP, Vista, 7, 8)___Windows (98, 2000, ME, XP)___Android,[citation needed] iOS,[citation needed] Linux, Mac OS X, Windows___iOS 4.0, Mac OS X, Windows (XP, Vista, 7)"	"Windows (98, 2000, ME, XP)___Android,[citation needed] iOS,[citation needed] Linux, Mac OS X, Windows"	-0.752941176	0
http://en.wikipedia.org/wiki/Mobile_number_portability		Mobile number portability by country	4	Short notes	Service handled by Office of the Telecommunications Authority (OFTA). In the network, you may be charged unexpectedly for a call to a mobile that has been ported form a different network.___Customers can port between prepaid and postpaid options. The master database will be managed by a third party firm. For zone I, Syniverse has been appointed with the MNP and related issues while for zone II, it is Telcordia. The customer should have completed a period of 90 days (from the date of activation of the mobile connection) with the current operator, to be eligible for porting to another operator. To shift your mobile number from one operator to another, a customer shall send PORT <your Mobile Number> to 1900. You will receive a unique alphanumeric UPC (Unique Porting Code) as a SMS from 1901 giving 8 digit alpha-numeric Unique Porting Code (UPC) and UPC expiry date in MM/DD/YYYY format. Visit the office of your new mobile operator and give them this UPC Code.___1 day is a minimum time necessary for porting___Customers can port between prepaid and postpaid options. On porting IN, the recipient company provides, free credit and airtime. The service is handled by Pakistan MNP Database (Guarantee) Limited, the joint venture of all the cellular companies of Pakistan.___Customers are not able to port between prepay and post pay options. Vendor for database installation is Syniverse Technologies___Number Portability Clearinghouse service is handled by Telcordia Technologies. 3 days can be just working days."	"Customers can port between prepaid and postpaid options. The master database will be managed by a third party firm. For zone I, Syniverse has been appointed with the MNP and related issues while for zone II, it is Telcordia. The customer should have completed a period of 90 days (from the date of activation of the mobile connection) with the current operator, to be eligible for porting to another operator. To shift your mobile number from one operator to another, a customer shall send PORT <your Mobile Number> to 1900. You will receive a unique alphanumeric UPC (Unique Porting Code) as a SMS from 1901 giving 8 digit alpha-numeric Unique Porting Code (UPC) and UPC expiry date in MM/DD/YYYY format. Visit the office of your new mobile operator and give them this UPC Code.___1 day is a minimum time necessary for porting"	-0.832214765	0
http://de.wikipedia.org/wiki/Core_i5			0	<< Intel Core i	Sockel: LGA 1156 (H1) LGA 1155 (H2) LGA 1150 (H3) LGA 1366 LGA 2011 PGA 988A (G1) PGA 988B (G2) BGA 1023 BGA 1224 BGA 1288___Namen der Prozessorkerne: Bloomfield Lynnfield Clarksfield Clarkdale Arrandale Gulftown Sandy Bridge Ivy Bridge Haswell	Sockel: LGA 1156 (H1) LGA 1155 (H2) LGA 1150 (H3) LGA 1366 LGA 2011 PGA 988A (G1) PGA 988B (G2) BGA 1023 BGA 1224 BGA 1288___Namen der Prozessorkerne: Bloomfield Lynnfield Clarksfield Clarkdale Arrandale Gulftown Sandy Bridge Ivy Bridge Haswell	-0.769230769	0
http://da.wikipedia.org/wiki/VM_i_fodbold_2010		Indledende runde	1	Hold	England___[[Fil:{{{flag alias-civil}}}|22x20px|border |link=Slovenien]] Slovenien___Algeriet	England___[[Fil:{{{flag alias-civil}}}|22x20px|border |link=Slovenien]] Slovenien	-0.755813953	2
http://pt.wikipedia.org/wiki/Bubblesort		Codigo em C	1	N??mero de execu????es da linha	n+1___n___n___sum_{i=1}^{n} n-i+1 = (n^2 + n)/2 + 1___<= sum_{i=1}^{n} n-i = (n^2 + n)/2___<= sum_{i=1}^{n} n-i = (n^2 + n)/2___<= sum_{i=1}^{n} n-i = (n^2 + n)/2___sum_{i=1}^{n} n-i = (n^2 + n)/2___n___<= (5/2)n^2 + (13/2)n + 3	n___sum_{i=1}^{n} n-i+1 = (n^2 + n)/2 + 1	-0.761904762	0
http://en.wikipedia.org/wiki/Food_Paradise		List of Restaurants by Episode	2	Speciality(s)	Fried Bologna Sandwich, ""Cobblestone French Toast"", meatloaf sandwich served with mashed potatoes and gravy.___Rail-car diner with a full bar - hamburgers, club sandwiches.___Cheeseburgers, cheese fries, milkshakes, pies. ""Double-burger Special"" (14 ounce beef patties)___Gourmet diner - mac n' cheese with ham & peas, Todo Santos Fish Tacos, Mu Shu Pork Burittos, Buffalo Burgers, truffle-oil fries, famous Bloody Marys, Dungeness Crap Chipino, signature crab cakes.___Breakfast quesdillas, ""Cranberry Melt"" (turkey with Swiss cheese and cranberry sauce on toast) ""Mom's Meatloaf"" (served with mashed potatoes and gravy), ""David's Delight"" (omelette stuffed with lox, cream cheese and capers)___Seasonal Menu - Mahi Mahi Special with fresh vegetables paired with wine, braised short ribs with a merlot sauce."	"Gourmet diner - mac n' cheese with ham & peas, Todo Santos Fish Tacos, Mu Shu Pork Burittos, Buffalo Burgers, truffle-oil fries, famous Bloody Marys, Dungeness Crap Chipino, signature crab cakes.___Breakfast quesdillas, ""Cranberry Melt"" (turkey with Swiss cheese and cranberry sauce on toast) ""Mom's Meatloaf"" (served with mashed potatoes and gravy), ""David's Delight"" (omelette stuffed with lox, cream cheese and capers)"	-0.771186441	0
http://en.wikipedia.org/wiki/List_of_Guantanamo_Bay_detainees		The list	3	Notes	Former resident of Canada___Continued detention considered by CSRT___released___Name appears as Muhammad Ashraf on the Washington Post list of detainees. Repatriated fall 2004. Released June 28, 2005. Asharf's name does not appear on the May 15, 2006 DoD list of Guantanamo detainees.___Continued detention considered by CSRT"	"released___Name appears as Muhammad Ashraf on the Washington Post list of detainees. Repatriated fall 2004. Released June 28, 2005. Asharf's name does not appear on the May 15, 2006 DoD list of Guantanamo detainees."	-0.770114943	2
http://en.wikipedia.org/wiki/New_Hope_and_Ivyland_Railroad		Roster	2	Notes	Built by ALCO in 1942, Was used as backup power to 40 in the early 1970s but was the NHRR's only running steam locomotive between 1977 and 1980. Out of service since 1981, sold in 2009.___Active, Built 1925 by Baldwin Locomotive Works for L&C, bought by NHIR in 1962. It was in frequently used due to NHIR's favor of #1533, until that locomotive's demise in 1975. After #9 too was abandoned in 1981, NHIR's main source of motive power between 1981 and 1986 was #40. It was brought back to service in 1991.___Never owned by NHIR. Was under restoration work for private owner. Currently in Colorado, awaiting restoration and operation on the D&RGW's Creede Branch.___Out of Service since 1975, Built 1911 as Montreal Northern #264, renumbered by Canadian National in 1912 to #1325, renumbered to #1533 in 1955, purchased by Steam Trains Inc. in 1962. Was the NHRR's main locomotive between 1966 and 1974 and last ran in December 1975. Tender stored on deadline at New Hope, locomotive stored behind New Hope enginehouse___Built in 1946 by ALCO. Under restoration, leased by NHRR in 1997, has never run on NHRR tracks, both tender and engine currently connected and stored on deadline."	"Never owned by NHIR. Was under restoration work for private owner. Currently in Colorado, awaiting restoration and operation on the D&RGW's Creede Branch.___Out of Service since 1975, Built 1911 as Montreal Northern #264, renumbered by Canadian National in 1912 to #1325, renumbered to #1533 in 1955, purchased by Steam Trains Inc. in 1962. Was the NHRR's main locomotive between 1966 and 1974 and last ran in December 1975. Tender stored on deadline at New Hope, locomotive stored behind New Hope enginehouse"	-0.828571429	0
http://en.wikipedia.org/wiki/Western_Province_(Sri_Lanka)_bus_routes		Kalutara District	2	Via	Panadura / Katubadda / Pilliyandala / Kottawa / Athurugiriya / Kaduwela / Biyagama / New Kandy Road / Waliweriya / Balum Mahara Junction / Colombo-Kandy Rd___Panadura / Follow A8 / Rathnapura / Balangoga / Belihuloya / Beragala / Haputhale / Banadrawela /Demodara / Hali Ela / Badulla / Passara / Lunugala / Bibila / Uraniya / Mahiyanganaya___Panadura / Follow Bibila route / Bibila / Dakumbura / Maha oya / 69th Mile Post Junction / Pulaweli / Chenkaladi / Vedakudiyiruppu / Batticaloa / Kattankudy___Panadura - Walana - Old Galle Road - Keselwatta - Moratuwa - Ratmalana - Mt. Lavinia (Galkissa) - Dehiwala - Wellawatta - Bambalapitiya - Kollupitiya - Galle Face - Fort - Pettah___Moratuwa - Koralawella - Egodauyana - Panadura___Panadura - Walana - Old Galle Rd - Keselwatta - Moratuwa - Ratmalana - Mt Lavinia - Dehiwala - Kotagama Sri Vachissasa Mawatha - Kalubowila (Colombo South Teaching Hospital) - Kohuwala - Nugegoda___Thalpitiya - Wadduwa - Waskaduwa___Panadura - Wekada - Eluwila - Alubomulla - Bandaragama - Gelanigama - Pokunuwita - Horana - Ingiriya - Idangoda - Ratnapura___Panadura - Wekada - Eluwila - Alubomulla - Bandaragama - Gelanigama - Pokunuwita - Horana___Wekada - Eluwila - Alubomulla - Mahabellana___Panadura - Hospital Junction - Hirana Rd - Cyril Janz Rd - Malamulla___Panadura - Hospital Junction - Hirana Rd - Thanathirimulla - Hirana Thotupola - Kindelpitya Temple Junction___Bandaragama - Raigama Junct. - Halthota - Millaniya - Keselhenawa - Madurawala___Wadduwa___Bandaragama - Weediyagoda___Panadura - Old Galle Rd - Walana Junction - Bekkegama Rd - Galthude Junction	Panadura / Follow Bibila route / Bibila / Dakumbura / Maha oya / 69th Mile Post Junction / Pulaweli / Chenkaladi / Vedakudiyiruppu / Batticaloa / Kattankudy___Panadura - Walana - Old Galle Road - Keselwatta - Moratuwa - Ratmalana - Mt. Lavinia (Galkissa) - Dehiwala - Wellawatta - Bambalapitiya - Kollupitiya - Galle Face - Fort - Pettah	-0.747368421	0
