http://en.wikipedia.org/wiki/Table_of_elevation_extremes_by_country?action=render	Land surface elevation extremes by country	Table	2	Maximum elevation	2764 m 9,068 ft___3003 m 9,852 ft___966 m 3,169 ft___2942 m 9,652 ft___2620 m 8,596 ft___65 m 213 ft___4892 m 16,050 ft___402 m 1,319 ft___6960 m 22,835 ft___4090 m 13,419 ft___188 m 617 ft___3 m 10 ft___2228 m 7,310 ft___3798 m 12,461 ft___4485 m 14,715 ft___63 m 207 ft___122 m 400 ft___1052 m 3,451 ft___336 m 1,102 ft___346 m 1,135 ft___694 m 2,277 ft___1124 m 3,688 ft___658 m 2,159 ft___76 m 249 ft___7570 m 24,836 ft___6542 m 21,463 ft___2386 m 7,828 ft___1491 m 4,892 ft___935 m 3,068 ft___2994 m 9,823 ft___15 m 49 ft___1850 m 6,070 ft___2925 m 9,596 ft___749 m 2,457 ft___5881 m 19,295 ft___2684 m 8,806 ft___1810 m 5,938 ft___4040 m 13,255 ft___5959 m 19,551 ft___2829 m 9,281 ft___46 m 151 ft___1420 m 4,659 ft___3445 m 11,302 ft___6893 m 22,615 ft___8850 m 29,035 ft___361 m 1,184 ft___29 m 95 ft___5 m 16 ft___5700 m 18,701 ft___2360 m 7,743 ft___5109 m 16,762 ft___1020 m 3,346 ft___652 m 2,139 ft___29 m 95 ft___3820 m 12,533 ft___1752 m 5,748 ft___1831 m 6,007 ft___1974 m 6,476 ft___375 m 1,230 ft___1951 m 6,401 ft___1602 m 5,256 ft___171 m 561 ft___2028 m 6,654 ft___1447 m 4,747 ft___3098 m 10,164 ft___6267 m 20,561 ft___2629 m 8,625 ft___2730 m 8,957 ft___3008 m 9,869 ft___3018 m 9,902 ft___318 m 1,043 ft___4550 m 14,928 ft___705 m 2,313 ft___882 m 2,894 ft___1324 m 4,344 ft___1324 m 4,344 ft___4810 m 15,781 ft___851 m 2,792 ft___2241 m 7,352 ft___1850 m 6,070 ft___1070 m 3,510 ft___53 m 174 ft___5201 m 17,064 ft___2962 m 9,718 ft___880 m 2,887 ft___426 m 1,398 ft___2919 m 9,577 ft___3700 m 12,139 ft___840 m 2,756 ft___1484 m 4,869 ft___406 m 1,332 ft___4220 m 13,845 ft___114 m 374 ft___1752 m 5,748 ft___300 m 984 ft___2750 m 9,022 ft___2680 m 8,793 ft___2745 m 9,006 ft___2870 m 9,416 ft___958 m 3,143 ft___1014 m 3,327 ft___2110 m 6,921 ft___8586 m 28,169 ft___4884 m 16,024 ft___5610 m 18,406 ft___3611 m 11,847 ft___1038 m 3,406 ft___621 m 2,037 ft___1208 m 3,963 ft___4810 m 15,781 ft___2256 m 7,402 ft___3776 m 12,388 ft___143 m 469 ft___1854 m 6,083 ft___7010 m 22,999 ft___5199 m 17,057 ft___81 m 266 ft___2744 m 9,003 ft___1950 m 6,398 ft___2656 m 8,714 ft___306 m 1,004 ft___7439 m 24,406 ft___2817 m 9,242 ft___312 m 1,024 ft___3088 m 10,131 ft___3482 m 11,424 ft___1440 m 4,724 ft___2267 m 7,438 ft___2599 m 8,527 ft___294 m 964 ft___560 m 1,837 ft___172 m 564 ft___2764 m 9,068 ft___2876 m 9,436 ft___3002 m 9,849 ft___4095 m 13,435 ft___2 m 8 ft___1155 m 3,789 ft___253 m 830 ft___10 m 33 ft___1397 m 4,583 ft___915 m 3,002 ft___828 m 2,717 ft___660 m 2,165 ft___5636 m 18,491 ft___791 m 2,595 ft___430 m 1,411 ft___161 m 528 ft___4374 m 14,350 ft___2534 m 8,314 ft___915 m 3,002 ft___4165 m 13,665 ft___2436 m 7,992 ft___2606 m 8,550 ft___71 m 233 ft___77 m 253 ft___8850 m 29,035 ft___887 m 2,910 ft___1628 m 5,341 ft___3754 m 12,316 ft___2107 m 6,913 ft___2022 m 6,634 ft___2419 m 7,936 ft___68 m 223 ft___319 m 1,047 ft___965 m 3,166 ft___2469 m 8,100 ft___2980 m 9,777 ft___8611 m 28,251 ft___242 m 794 ft___1030 m 3,379 ft___3475 m 11,401 ft___4509 m 14,793 ft___842 m 2,762 ft___6768 m 22,205 ft___2954 m 9,692 ft___347 m 1,138 ft___2499 m 8,199 ft___2351 m 7,713 ft___1338 m 4,390 ft___103 m 338 ft___3069 m 10,069 ft___2544 m 8,346 ft___5642 m 18,510 ft___4519 m 14,826 ft___805 m 2,641 ft___286 m 938 ft___2060 m 6,759 ft___1156 m 3,793 ft___950 m 3,117 ft___424 m 1,391 ft___240 m 787 ft___1234 m 4,049 ft___1857 m 6,093 ft___755 m 2,477 ft___2024 m 6,640 ft___3133 m 10,279 ft___581 m 1,906 ft___2656 m 8,714 ft___905 m 2,969 ft___1948 m 6,391 ft___164 m 537 ft___340 m 1,115 ft___2655 m 8,711 ft___2864 m 9,396 ft___2335 m 7,661 ft___2450 m 8,038 ft___3450 m 11,319 ft___2934 m 9,626 ft___3187 m 10,456 ft___3718 m 12,198 ft___4 m 13 ft___2524 m 8,281 ft___3042 m 9,980 ft___1230 m 4,035 ft___2277 m 7,470 ft on Jan Mayen___1862 m 6,109 ft___2104 m 6,903 ft___4634 m 15,203 ft___2814 m 9,232 ft___3952 m 12,966 ft___7495 m 24,590 ft___5892 m 19,331 ft___2565 m 8,415 ft___2963 m 9,721 ft___986 m 3,235 ft___5 m 16 ft___1033 m 3,389 ft___940 m 3,084 ft___1544 m 5,066 ft___5137 m 16,854 ft___3139 m 10,299 ft___49 m 161 ft___5 m 15 ft___5109 m 16,762 ft___2061 m 6,762 ft___1910 m 6,266 ft___1343 m 4,406 ft___6194 m 20,320 ft___13 m 43 ft___514 m 1,685 ft___4643 m 15,233 ft___1877 m 6,158 ft___75 m 246 ft___4981 m 16,342 ft___3143 m 10,312 ft___521 m 1,709 ft___474 m 1,555 ft___524 m 1,719 ft___3666 m 12,028 ft___2329 m 7,641 ft___2592 m 8,504 ft___8850 m 29,035 ft"	"2277 m 7,470 ft on Jan Mayen___15 m 49 ft"	-4.125	2
http://it.wikipedia.org/wiki/Jolly_(casa_discografica)		I dischi pubblicati	2	Interprete	Joe Loco___Tito Puente___Machito___Rino Da Positano con i Convers___Convers___Convers___Campanino___Los Zafiros___Los Zafiros___Campanino___I Campioni___I Campioni___I Campioni___Adriano Celentano___I Campioni___Adriano Celentano___Laura Betti___Laura Betti___Laura Betti	Rino Da Positano con i Convers___Machito	-3	0
http://ar.wikipedia.org/wiki/%D8%AE%D8%A7%D8%B5:%D8%A8%D8%AD%D8%AB/%D8%AA%D8%B1%D8%A8%D9%8A%D8%A9_%D8%A7%D9%84%D9%86%D8%AD%D9%84	?????????????? ???????????????????? ???????????? ?????? 2005	????????????????	1	?????????? (1000 ????)	52.13___37.00___21.23___19.71___19.20___16.27___15.45___11.22___3 to 5___79.22___36.11___93.42___50.63___33.75___11.87___18.46___9.69___299.33___82.34___52.23___23.82___13.59___10.46___41.23___28.68___23.77___22.00___14.23	3 to 5___52.13	-3.307065217	2
http://de.wikipedia.org/wiki/Boeing_C-40		Technische Daten	1	Daten der C-40A	34,32 m___12,55 m___57.150 kg___61.000 kg___78.000 kg___18.000 kg___Passagierkonfiguration: 121 Passagiere Frachtkonfiguration: 8 Paletten Kombikonfiguration: 70 Passagiere, 3 Paletten___5 (Zwei Piloten, ein Besatzungschef, ein Lademeister, ein Lufttransportbegleiter)___990 km/h___12.500 m___5.600 km___Zwei CFM International CFM56-7 SLST-Mantelstromtriebwerke___121 kN je Triebwerk"	"Zwei CFM International CFM56-7 SLST-Mantelstromtriebwerke___Passagierkonfiguration: 121 Passagiere Frachtkonfiguration: 8 Paletten Kombikonfiguration: 70 Passagiere, 3 Paletten"	-4.143638622	0
http://en.m.wikipedia.org/wiki/List_of_piano_makers			3	Acquired by	American Piano Company___Acquired by Schultz & Sons Manufacturing Corp., New York___Aeolian Company____________Yamaha___American Piano Company_________American Piano Company___Willis & Co.______Part owned by The Cable Company (from 1904-1924). Acquired by American Piano Company (1924), Aeolian (c. 1929), Aeolian-American (1932), (Various owners from 1940s-1980s), Sohmer & Co. (1985), and Burgett, Inc. (1996)_________Wood, Small and Company_____________________Successive firms were Wood and Company, J. Muir Wood Company, and Small, Bruce and Company______Hyundai Development Company___Bechstein Pianoforte Fabrik AG"	"Acquired by Schultz & Sons Manufacturing Corp., New York___Part owned by The Cable Company (from 1904-1924). Acquired by American Piano Company (1924), Aeolian (c. 1929), Aeolian-American (1932), (Various owners from 1940s-1980s), Sohmer & Co. (1985), and Burgett, Inc. (1996)"	-3.838969404	0
http://ru.wikipedia.org/wiki/%D1%F0%E0%E2%ED%E5%ED%E8%E5_%E3%F0%E0%F4%E8%F7%E5%F1%EA%E8%F5_%EF%F0%EE%F6%E5%F1%F1%EE%F0%EE%E2_NVIDIA		???€?????????????????????? ??????????????: ?????????????????? ???€?????????????????? ???€?????????????€??	10	???????????€???????????????? API (?????€??????)	3.6___2.4___2.688___2.96___14.6 10.4 3___18.6___13.8___19.8	14.6 10.4 3___2.688	-3.076190476	2
http://en.wikipedia.org/wiki/List_of_Orthodox_churches_in_Toronto		Canonical Orthodox Churches	1	Location	Discovery District___Riverdale, Toronto c/o 11 Braeburn Avenue, Toronto - Etobicoke, ON M9P 2J2___Wexford, Toronto c/o 18 Parkview Avenue, #1509 Toronto, ON M2N 7H7___Newtonbrook c/o 178 High Park Avenue Toronto, ON M6P 2S4___Eringate-Centennial-West Deane c/o 178 High Park Avenue Toronto, ON M6P 2S4___The Annex c/o 178 High Park Avenue, Toronto, ON M6P 2S4"	"Discovery District___Eringate-Centennial-West Deane c/o 178 High Park Avenue Toronto, ON M6P 2S4"	-3.404195001	0
http://de.wikipedia.org/wiki/Liste_von_Schiffbauten_der_Teltow-Werft		Liste der Schiffbauten (Auswahl)	4	PS / kW	10 PS/ 7 kW___2 x 100 PS/ 2 x 73 kW______225 PS/ 165 kW___55 PS/ 40 kW_______________118 PS / 87 kW___2 x102 PS/ 2 75 kW___150 PS/ 110 kW___75 PS / 55 kW___137 PS/ 118 kW___310 PS/ 228 kW_________2 x 102 PS/ 2 x 75 kW___115 PS___390 PS/ 286 kW___2 x 102 PS/ 2 x 75 kW___	115 PS___2 x 100 PS/ 2 x 73 kW	-3.454285714	2
http://en.wikipedia.org/wiki/Ulsan		Geography	10	Oct	16.2 (61.2)___11.5 (52.7)___53.5 (2.106)___5.7___67.2___193.7	16.2 (61.2)___193.7	-3.5	2
http://en.wikipedia.org/wiki/2010_Australian_football_code_crowds		Attendances by Match	5	Ground	Etihad Stadium___ANZ Stadium___Subiaco Oval___Etihad Stadium___Subiaco Oval___AAMI Stadium___Etihad Stadium___Aurora Stadium___Subiaco Oval___Etihad Stadium___Etihad Stadium___Blacktown Olympic Park___nib Stadium___Apex Oval___Etihad Stadium___Etihad Stadium___Browne Park___Manuka Oval	Blacktown Olympic Park___ANZ Stadium	-3.0625	0
