http://en.m.wikipedia.org/wiki/PAW_Patrol		CharactersEdit	3	Personality	Rubble is a gruff but a loveable English bulldog that knows all about skateboards and snowboards. He loves to get dirty then jump into a bath. There's no job Rubble's construction digger can't scoop up!___Using his police truck and megaphone, this German Shepherd is an athletic natural leader who likes to take charge. Chase may be on the case, but he has to watch out for cats and feathers because he's allergic.___Rocky is a mix-breed pup that always has handy resources. He's an enthusiastic recycling dog with a thousand ideas and tools inside of his pup pack.___Zuma is all about the water! This Chocolate Labrador loves to laugh and surf. He lives in his boathouse and dives into action in his hovercraft.___Skye is a fearless and smart Cockapoo who loves to fly in her helicopter or with the wings in her pup pack. She tries everything with a backflip, grace, and a smile."	"Rocky is a mix-breed pup that always has handy resources. He's an enthusiastic recycling dog with a thousand ideas and tools inside of his pup pack.___Skye is a fearless and smart Cockapoo who loves to fly in her helicopter or with the wings in her pup pack. She tries everything with a backflip, grace, and a smile."	-0.721518987	0
http://en.m.wikipedia.org/wiki/List_of_equipment_of_the_Russian_Ground_Forces		Infantry weaponsEdit	4	Notes	Propels ~2000 steel projectiles to a kill radius of 90 meters.___Propels ~400 steel projectiles to a kill radius of 100 meters.___A larger and more powerful version of the MON-100.___~500g TNT, fragmentation mine.___~75g TNT, fragmentation mine.___~240g TNT, anti-personnel blast mine.___5.7 KG TNT.___6.3 kg TNT.___7.5 kg TNT.___~13 kg TNT.___~10 kg TNT."	Propels ~2000 steel projectiles to a kill radius of 90 meters.___A larger and more powerful version of the MON-100.	-0.693333333	0
http://ko.wikipedia.org/wiki/%EB%B8%94%EB%A3%A8%EB%A0%88%EC%9D%B4_%EB%94%94%EC%8A%A4%ED%81%AC	BD-ROM ?????? ????????? ????????? ??????	?????? ??????	4	DTS ?????€??? ????????????	8(48 kHz, 96 kHz), 6(192 kHz)___16-24___48 kHz, 96 kHz, 192 kHz"	"8(48 kHz, 96 kHz), 6(192 kHz)___16-24"	-0.701298701	2
http://pt.wikipedia.org/wiki/Life_After_Death		Faixas	4	Produtor(es)	Kay Gee___Steven ""Stevie J"" Jordan & Sean ""Puffy"" Combs for The Hitmen___Easy Mo Bee for Bee Mo Easy Productions,Inc.___DJ Premier for Works of Mart Productions,Inc.___Sean ""Puffy"" Combs & Steven ""Stevie J"" Jordan for The Hitmen___Sean ""Puffy"" Combs & Steven ""Stevie J"" Jordan for The Hitmen___Clark Kent___Deric ""D-Dot"" Angelettie & Sean ""Puffy"" Combs for The Hitmen___Carlos ""6 July"" Broady, Nashiem Myrick & Sean ""Puffy"" Combs for The Hitmen___RZA for Wu-Tang Productions"	"Kay Gee___Carlos ""6 July"" Broady, Nashiem Myrick & Sean ""Puffy"" Combs for The Hitmen"	-0.705128205	2
http://en.wikipedia.org/wiki/List_of_interplanetary_voyages		Passing flights	5	Notes	Mariner 2 flew by Venus at a minimum distance of 34,773 km. It was the first spacecraft to return data from Venus.___Mars 1 flew within approximately 193,000 km of Mars. Contact with it was lost on 21 March 1963.___Zond 1 was intended as a Venus lander. Contact with it was lost en route.___Mariner 4 returned the first close-up images of Mars.___Zond 2 flew within 1,500 km of Mars. Contact with it was lost en route.___Venera 2 flew by Venus at a distance of 24,000 km, but ceased to operate en route.___Mariner 5 flew by Venus at a minimum distance of 5,000 km.___Mariner 6 flew by Mars.___Mariner 7 flew by Mars."	"Mars 1 flew within approximately 193,000 km of Mars. Contact with it was lost on 21 March 1963.___Mariner 4 returned the first close-up images of Mars."	-0.693069307	0
http://en.wikipedia.org/wiki/Tool_steel		Cold-working types	2	Notes	This type of tool steel air-hardens at a relatively low temperature (approximately the same temperature as oil-hardening types) and is dimensionally stable. Therefore it is commonly used for dies, forming tools, and gauges that do not require extreme wear resistance but do need high stability.___This grade contains a uniform distribution of graphite particles to increase machinability and provide self-lubricating properties. It is commonly used for gauges, arbors, shears, and punches."	"This type of tool steel air-hardens at a relatively low temperature (approximately the same temperature as oil-hardening types) and is dimensionally stable. Therefore it is commonly used for dies, forming tools, and gauges that do not require extreme wear resistance but do need high stability.___This grade contains a uniform distribution of graphite particles to increase machinability and provide self-lubricating properties. It is commonly used for gauges, arbors, shears, and punches."	-0.693181818	0
http://nl.wikipedia.org/wiki/Station_Amsterdam_Lelylaan		Treinen	3	Bijzonderheden	Rijdt 's avonds en in het weekend tot Amersfoort.___Rijdt alleen 's avonds en op zaterdagochtend en op zondagochtend en meestal slechts een deel van het traject. Combi van de serie 2600 en serie 700/12700.	Rijdt 's avonds en in het weekend tot Amersfoort.___Rijdt alleen 's avonds en op zaterdagochtend en op zondagochtend en meestal slechts een deel van het traject. Combi van de serie 2600 en serie 700/12700.	-0.695121951	0
http://en.wikipedia.org/wiki/List_of_colleges_affiliated_to_Mahamaya_Technical_University		List of colleges	3	Course ?€? Wise Total Seats	B.Tech: 750, MBA:120, MCA: 180___B.Tech.: 840, MCA:120, MBA:60___B.Tech: 780+180(2nd shift), MCA: 60, MBA: 120+60(2nd shift)___B.Tech: 570+240(2nd shift), MBA: 120___B.Tech: 570+120(2nd shift), MCA: 60, MBA: 60___MCA: 120___MCA: 120___MCA: 120, MBA: 180___MCA: 120, MBA: 60___MCA: 60___MBA: 120, MCA: 60___MBA: 120___MBA: 180___MCA: 45___B.Tech: 600+300(2nd shift), MCA: 60, MBA: 60___B.Tech: 660, MCA: 60___B.Tech: 600+120(2nd shift), MBA: 60+60(2nd shift), MCA: 60___B.Pharma: 120___B.Tech: 510, B.Pharma: 60, MBA: 60, MCA: 60___B.Tech: 540+120(2nd shift), MBA: 60, MCA: 60___B.Tech: 480, MBA: 60___B.Tech: 540, MBA: 60___B.Tech: 540, MBA: 60, MCA: 60___BHMCT: 60___B.Tech: 660+180(2nd shift), MBA: 120, MCA: 60___B.Pharma: 60___B.Pharma: 120___B.Tech: 540, MBA: 60, MCA: 60___B.Tech: 540, MCA: 60, MBA: 60___BHMCT: 60___B.Arch: 240___B.Tech: 510, MBA: 60___B.Tech: 390, MCA: 60___B.Tech: 390, MBA: 60___B.Tech: 300, MBA: 60___B.Tech: 330, MBA: 60___B.Tech: 420___B.Tech: 300___B.Pharma: 60___MBA: 60___B.Tech: 390, MBA: 60___B.Tech: 360___B.Tech: 390, MBA: 60___MCA: 120, MBA: 60___B.Tech: 360___MBA: 120___B.Tech: 360___B.Tech: 420___MBA: 120___B.Tech: 360___MBA: 120___MBA: 60___MCA: 60, MBA(2nd shift): 60___MBA: 120___MBA: 120___MBA: 60___MBA: 120___MBA: 60___MBA: 120___B.Tech: 480___MBA: 120___MBA: 60___MBA: 120___MBA: 120___B.Tech: 360, B.Arch: 120, MBA: 120___B.Tech: 420___B.Tech: 360___B.Tech: 420, MBA: 60___B.Arch: 120___MBA: 60___MBA: 60___B.Tech: 300___MBA: 180___B.Tech: 120___MBA: 60"	"MCA: 60___B.Tech: 660+180(2nd shift), MBA: 120, MCA: 60"	-0.720930233	2
http://fi.wikipedia.org/wiki/McLaren		McLarenin saavutukset Formula 1 -sarjassa	1	Runko/Moottori Renkaat	M4B M5A BRM V8 BRM V12 G___M5A M7A BRM V12 Ford Cosworth V8 G___M7A M7B M7C M9A Ford Cosworth V8 G___M7D M14A M14D Ford Cosworth V8 Alfa Romeo V8 G___M14A M19A Ford Cosworth V8 G___M19A M19C Ford Cosworth V8 G___M19A M19C M23 Ford Cosworth V8 G___M23 Ford Cosworth V8 G___M23 Ford Cosworth V8 G___M23 M26 Ford Cosworth V8 G___M23 M26 Ford Cosworth V8 G___M26 Ford Cosworth V8 G___M26 M28 M28B M28C M29 Ford Cosworth V8 G___M29B M29C M30 Ford Cosworth V8 G___M29C M29F MP4 Ford Cosworth V8 M___MP4B Ford Cosworth V8 M___MP4/1C MP4/1E Ford Cosworth V8 Ford Cosworth V8 TAG V6 T M___M___MP4/2B TAG V6 T G___MP4/2C TAG V6 T G___MP4/3 TAG V6 T G___MP4/4 Honda V6 T G___MP4/5 Honda V10 G___MP4/5B Honda V10 G___MP4/6 Honda V12 G___MP4/6B MP4/7A Honda V12 Honda V12 G___MP4/8 Ford V8 G___MP4/9 Peugeot V10 G___MP4/10 Mercedes V10 G___MP4/11 Mercedes V10 G___MP4/12 Mercedes V10 Mercedes V10 G___MP4/13 Mercedes V10 B___MP4/14 Mercedes V10 B___MP4/15 Mercedes V10 B___MP4-16 Mercedes V10 B___MP4-17 Mercedes V10 M___MP4-17D Mercedes V10 Mercedes V10 M___MP4-19 Mercedes V10 M___MP4-20 Mercedes V10 M___MP4-21 Mercedes V8 M___MP4-22 Mercedes V8 B___MP4-23 Mercedes V8 B___MP4-24 Mercedes V8 B___MP4-25 Mercedes V8 B___MP4-26 Mercedes V8 P___MP4-27 Mercedes V8 P___MP4-28 Mercedes V8 P	M___MP4-17D Mercedes V10 Mercedes V10 M	-0.696969697	2
http://es.wikipedia.org/wiki/Campeonato_FIA_GT		Campeones	2	GT2	Oreca - Chrysler Viper GTS-R___Larbre - Porsche 911 GT3-R___JMB Racing - Ferrari 360 Modena___Freisinger - Porsche 911 GT3-RS___Freisinger - Porsche 911 GT3-RSR___Freisinger - Porsche 911 GT3-RSR___Gruppe M - Porsche 911 GT3-RSR___GT2___AF Corse - Ferrari F430___AF Corse - Ferrari F430___-___-	Gruppe M - Porsche 911 GT3-RSR___-	-0.696969697	1
