http://simple.wikipedia.org/wiki/List_of_African-American_Medal_of_Honor_recipients		Civil War	7	Notes	""Voluntarily advanced with the head of the column and cut down the palisading.""___""Among the first to enter the enemy's works; although wounded.""___""[I]n an engagement with the enemy on John's Island. Serving the rifle gun, Blake, an escaped slave, carried out his duties bravely throughout the engagement which resulted in the enemy's abandonment of positions, leaving a caisson and one gun behind.""___""Took command of his company, all the officers having been killed or wounded, and gallantly led it.""___""[R]emained steadfast at his post and performed his duties in the powder division throughout the furious action which resulted in the surrender of the prize rebel ram Tennessee and in the damaging and destruction of batteries at Fort Morgan.""___""Knocked unconscious into the hold of the ship when an enemy shellburst fatally wounded a man on the ladder above him, Brown, upon regaining consciousness, promptly returned to the shell whip on the berth deck and zealously continued to perform his duties although 4 of the 6 men at this station had been either killed or wounded by the enemy's terrific fire.""___""Planted his colors on the Confederate works in advance of his regiment, and when the regiment was driven back to the Union works he carried the colors there and bravely rallied the men.""___""Gallantry in the assault""___""When the regimental color bearer fell, this soldier seized the color and carried it forward, together with the national standard, until disabled at the enemy's inner line.""___""Took command of Company C, after all the officers had been killed or wounded, and gallantly led it.""___""Having had his arm mutilated, making immediate amputation necessary, he loaded and discharged his piece with one hand and urged his men forward; this within 30 yards of the enemy's works.""___""[R]emained steadfast at his post and performed his duties in the powder division throughout the furious action which resulted in the surrender of the prize rebel ram Tennessee and in the damaging and destruction of batteries at Fort Morgan.""___""Acting as loader on the No. 2 gun during this bitter engagement, Pease exhibited marked coolness and good conduct and was highly recommended by the divisional officer for gallantry under fire.""___""Commanded and gallantly led his company after the commanding officer had been killed; was the first enlisted man to enter the enemy's works.""___""Seized the national colors after 2 color bearers had been shot down close to the enemy's works, and bore them through the remainder of the battle."""	"Knocked unconscious into the hold of the ship when an enemy shellburst fatally wounded a man on the ladder above him, Brown, upon regaining consciousness, promptly returned to the shell whip on the berth deck and zealously continued to perform his duties although 4 of the 6 men at this station had been either killed or wounded by the enemy's terrific fire.___""[I]n an engagement with the enemy on John's Island. Serving the rifle gun, Blake, an escaped slave, carried out his duties bravely throughout the engagement which resulted in the enemy's abandonment of positions, leaving a caisson and one gun behind."""	-40.95652174	0
http://en.wikipedia.org/wiki/Mirrorless_interchangeable-lens_camera		Systems comparison	4	Stabilization	Lens-based___none___Lens-based (Panasonic); In body (Olympus) Olympus EM-5 1st 5 axis stability system versus traditional 2 axis___Lens-based___Sensor-based___Sensor-based___depends___Lens-based___Lens-based___Lens-based	Lens-based (Panasonic); In body (Olympus) Olympus EM-5 1st 5 axis stability system versus traditional 2 axis___Lens-based	-42	0
http://en.wikipedia.org/wiki/Joe_R._Lansdale_bibliography		Comic book and graphic novel related writings	3	Publisher/Notes	Dark Horse Comics, 3 issues; adaptations by Neal Barrett Jr. and Jerry Prosser. Art by Phil Hester and Dean Rohrer___Mojo Press, edited by Rick Klaw, this book was designed by John Picacio and features a cover by Dave Dorman. Many artists contributed throughout the book.___Amazing Montage Press in Murder by Crowquill #1 with Kieth Lansdale. Art by Tim Truman___First publication at RevolutionSF (2001 in color, see link), adapted by Rick Klaw. Art by Doug Potte; first book publication in Geek Confidential: Echoes From the 21st Century by Rick Klaw; Monkeybrain, Inc.; (2003 in black and white)___Avatar Press, 3 issues. Art by Tim Truman; adapted from the story On the Far Side of the Cadillac Desert With Dead Folks___Avatar Press, 4 issues; adapted by Christopher Golden. Art by Andres Guinaldo___Avatar Press, 6 issues; adaptations by Neal Barrett, Jr., Keith Lansdale, and Rick Klaw. Art by Dheeraj Verma, Armando Rossi, and Andres Guinaldo___Avatar Press, 4 issues; adapted by Neal Barrett, Jr.. Art by Andres Guinaldo___IDW Publishing Masters of Horror #1-2, 4 issues; adapted by Chris Ryall. Video developed and directed by Don Coscarelli for Masters of Horror: Season 1, Episode 1"	"First publication at RevolutionSF (2001 in color, see link), adapted by Rick Klaw. Art by Doug Potte; first book publication in Geek Confidential: Echoes From the 21st Century by Rick Klaw; Monkeybrain, Inc.; (2003 in black and white)___Avatar Press, 6 issues; adaptations by Neal Barrett, Jr., Keith Lansdale, and Rick Klaw. Art by Dheeraj Verma, Armando Rossi, and Andres Guinaldo"	-42.2826087	0
http://de.wikipedia.org/wiki/Im_Wandel_der_Zeiten			0	Im Wandel der Zeiten	Auszeichnungen___International Gamers Award 2007: Sieger [1] Deutscher Spiele Preis 2009: 8. Platz [2]	Auszeichnungen___International Gamers Award 2007: Sieger [1] Deutscher Spiele Preis 2009: 8. Platz [2]	-38	2
http://id.wikipedia.org/wiki/Jim_Sturgess	Film	Filmografi	2	Peran	Red___Jude Feeny___George Boleyn___Ben Campbell___Martin McGartland___Gavin Kossef___Jamie Morgan___Janusz Wieszczek___Dexter Mayhew___James___Adam Ewing, Poor Hotel Guest, Megan's Dad, Highlander, Hae-Joo Chang, Adam-brother-in-law___Robert___Adam"	"Adam Ewing, Poor Hotel Guest, Megan's Dad, Highlander, Hae-Joo Chang, Adam-brother-in-law___Martin McGartland"	-41	0
http://en.wikipedia.org/wiki/List_of_mammals_of_Alaska		Bats	1	More information	As with other myotis species in Alaska, the California myotis often roosts in abandoned buildings and old mines; they may also be found roosting alone in trees or rock crevices. California bats have been observed hibernating in Southeast Alaska.___As with other myotis species in Alaska, Keen's myotis often roosts in abandoned buildings and old mines; they may also be found roosting alone in trees or rock crevices. It is suspected that it hibernates in Southeast Alaska.___The little brown bat is the most common and widespread bat in Alaska. As with other myotis species in Alaska, little brown bats often roost in abandoned buildings and old mines; they may also be found roosting alone in trees or rock crevices. Little brown bats have been observed hibernating in Southeast Alaska and Kodiak Island.___As with other myotis species in Alaska, the long-legged myotix often roosts in abandoned buildings and old mines; they may also be found roosting alone in trees or rock crevices. It is suspected that it hibernates in Southeast Alaska.___After the big brown bat, the silver-haired bats is the largest bat in Alaska. It is only found in Southeast Alaska, and only during winter. It roosts alone in trees."	"The little brown bat is the most common and widespread bat in Alaska. As with other myotis species in Alaska, little brown bats often roost in abandoned buildings and old mines; they may also be found roosting alone in trees or rock crevices. Little brown bats have been observed hibernating in Southeast Alaska and Kodiak Island.___As with other myotis species in Alaska, the long-legged myotix often roosts in abandoned buildings and old mines; they may also be found roosting alone in trees or rock crevices. It is suspected that it hibernates in Southeast Alaska."	-37.65217391	0
http://en.wikipedia.org/wiki/List_of_Avengers_members		Original Organization (1963?€?2004)	3	Notes	Accepted membership after assisting West Coast team, but left before official vote was taken. Former member of the New Avengers. Current member of the Fantastic Four.___Gained full membership in West Coast Avengers vol. 2 #33.___Given reserve status after assisting West Coast team."	"Accepted membership after assisting West Coast team, but left before official vote was taken. Former member of the New Avengers. Current member of the Fantastic Four.___Gained full membership in West Coast Avengers vol. 2 #33."	-40.32608696	0
http://en.wikipedia.org/wiki/List_of_Avengers_members		Original Organization (1963?€?2004)	3	Notes	Originally given probationary status in Avengers #137 (July 1975). Former member of the Secret Avengers. Current member of the New Avengers.___Time traveler from the 19th century; joined as a reserve member. Originally given honorary status in Avengers #147 (May 1976).___Originally given probationary status in Avengers #158 (April 1977). Founding West Coast member. Former leader of the Revengers. Current member of the Avengers Unity Squad.___Active as Warbird in Avengers vol. 3 #4 (1998). Former member of the New Avengers. Current member of the main Avengers team as Captain Marvel.___Current member of the main Avengers team.	Current member of the main Avengers team.___Time traveler from the 19th century; joined as a reserve member. Originally given honorary status in Avengers #147 (May 1976).	-34	0
http://en.wikipedia.org/wiki/Nepalese_banknotes		2012	2	Main Colour | Obverse	Mount Everest; Garud Narayan of Changu Narayan temple___Mount Everest; temple of god Krishna of Patan; Garuda atop pillar___Mount Everest; Rama-Janaki temple of Janakpur___Mount Everest; Mayadevi inside silver metallic oval; map of Nepal; Ashoka pillar; wood carvings from temple of Taleju in Kathmandu; description ""Lumbini - Birthplace of Lord Buddha""___Mount Everest; god Indra; Mount Amadablam and Thyangboche monastery; wood carvings; clouds"	"Mount Everest; Mayadevi inside silver metallic oval; map of Nepal; Ashoka pillar; wood carvings from temple of Taleju in Kathmandu; description ""Lumbini - Birthplace of Lord Buddha""___Mount Everest; god Indra; Mount Amadablam and Thyangboche monastery; wood carvings; clouds"	-38.65217391	0
http://en.wikipedia.org/wiki/PowerBook_G4		Aluminum PowerBook G4	2	"Sept 16, 2003 (Rev B)"	NVIDIA GeForce FX Go5200 with 32 MB of DDR SDRAM or ATI Radeon 9600 with 64 MB of DDR SDRAM___256 MB (two 128 MB) of 266 MHz PC-2100 DDR SO-DIMM SDRAM or 256 MB (two 128 MB) or 512 MB (two 256 MB) of 333 MHz PC-2700 SO-DIMM DDR SDRAM"	NVIDIA GeForce FX Go5200 with 32 MB of DDR SDRAM or ATI Radeon 9600 with 64 MB of DDR SDRAM___256 MB (two 128 MB) of 266 MHz PC-2100 DDR SO-DIMM SDRAM or 256 MB (two 128 MB) or 512 MB (two 256 MB) of 333 MHz PC-2700 SO-DIMM DDR SDRAM	-39.32608696	0
http://en.m.wikipedia.org/wiki/List_of_sects_in_the_Latter_Day_Saint_movement		List of Latter Day Saint?€??€??€?movement churchesEdit	5	Notes	William E. M'Lellin claimed that Joseph Smith, Jr. had designated David Whitmer, one of the Three Witnesses, as his successor. By 1925, most remaining members of the Whitmerite church had united with the Church of Christ (Temple Lot).___Published a periodical entitled The Olive Branch.___Syfritt claimed to have been taken to heaven to converse with Joseph Smith, who designated him as his true successor.___Also called (Baneemyites and Conjespresites). ""Thompson claimed to be ""Baneemy"" mentioned in The Doctrine and Covenants, D&C 105:27. Said the church had been rejected by God following Joseph Smith's death, and he had been called to renew the priesthood among the gentiles.___Many members later helped to form the Church of Christ (Temple Lot).___The sect holds to the canonicity of the Bible and the Book of Mormon, but does not accept other texts in the Latter-day Saint movement such as the Pearl of Great Price and Doctrine and Covenants."	"Also called (Baneemyites and Conjespresites). ""Thompson claimed to be ""Baneemy"" mentioned in The Doctrine and Covenants, D&C 105:27. Said the church had been rejected by God following Joseph Smith's death, and he had been called to renew the priesthood among the gentiles.___The sect holds to the canonicity of the Bible and the Book of Mormon, but does not accept other texts in the Latter-day Saint movement such as the Pearl of Great Price and Doctrine and Covenants."	-33.65217391	0
http://en.wikipedia.org/wiki/Swimming_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metre_medley_relay		Results	3	Swimmers	3:55.73___Zhao Jing (59.86) Ji Liping (1:06.94) Lu Ying (56.80) Tang Yi (52.81)___Gemma Spofforth (59.46) Siobhan-Marie O'Connor (1:08.45) Ellen Gandy (57.47) Francesca Halsall (54.08)	3:55.73___Zhao Jing (59.86) Ji Liping (1:06.94) Lu Ying (56.80) Tang Yi (52.81)	-44	2
http://en.wikipedia.org/wiki/FedEx_Air_%26_Ground_NFL_Players_of_the_Week		2010 FedEx Ground winners	4	Key statistics and notes	McCoy had 120 yards on 16 carries and a career-high three touchdowns as the Eagles held off the Lions.___Peterson had 23 carries for 160 yards and two touchdowns, including one that went 80 yards, in the Vikings' 24-10 win over the Lions___Tomlinson rushed for 133 yards and two touchdowns in the Jets' 38-14 win over the Buffalo Bills.___Forte rushed for 166 yards on 22 carries including two touchdowns in the Bears win against the Panthers___Ivory rushed 15 times for 158 yards in the Saints' 31-6 win over the Tampa Bay Buccaneers___Hillis rushed the Browns to a win with 29 carries for 184 yards and two touchdowns in Cleveland's 34-14 win over the Patriots.___Jones-Drew had 23 rushes for 133 yards plus a reception off a screen pass that he ran for 75 yards to set up his game-winning one-yard rushing touchdown in the Jaguars' 24-20 win over the Cleveland Browns.___Hillis had 26 carries for 131 yards and three touchdowns in the Browns' 24-23 win over the Carolina Panthers.___Jones-Drew had 31 carries for 186 yards in the Jaguars' 17-6 win over the Titans.___McFadden had 16 carries for 123 yards, 3 receptions for 86 yards and 3 TDs (2 rushing, 1 receiving) in a loss to the Jaguars.___Rice had 31 carries for 153 yards, 5 receptions for 80 yards and 2 TDs (1 rushing, 1 receiving) in the Ravens' win over the Saints.___Blount had 18 carries for 164 yards in the Buccaneers' 38-15 win over the Seahawks.___Foster had 31 carries for 180 yards and 2 touchdowns in Texans' 34-17 win over the Jaguars."	"Jones-Drew had 23 rushes for 133 yards plus a reception off a screen pass that he ran for 75 yards to set up his game-winning one-yard rushing touchdown in the Jaguars' 24-20 win over the Cleveland Browns.___Peterson had 23 carries for 160 yards and two touchdowns, including one that went 80 yards, in the Vikings' 24-10 win over the Lions"	-33.65217391	0
http://es.wikipedia.org/wiki/Anexo:Locomotoras_GE		Locomotoras de Pasajeros	6	Imagen	U34CH 4172 on the ""Farewell to the U34CH"" excursion at Hillsdale, New Jersey, 27 August 1994.___Amtrak #700 P30CH."	"U34CH 4172 on the ""Farewell to the U34CH"" excursion at Hillsdale, New Jersey, 27 August 1994.___Amtrak #700 P30CH."	-36.32608696	0
http://en.wikipedia.org/wiki/Foreign_relations_of_Transnistria		Diplomatic relations	3	Notes	Mutual recognition.___Mutual recognition. Consulate of South Ossetia in Transnistria. Embassy of Transnistria in South Ossetia under construction.	Mutual recognition.___Mutual recognition. Consulate of South Ossetia in Transnistria. Embassy of Transnistria in South Ossetia under construction.	-38	2
