http://en.wikipedia.org/wiki/Maryland_Route_132		Junction list	2	Destinations	Northeast Road west___Beards Hill Road north to MD 22 to I-95 / Bush Chapel Road south	Northeast Road west___Beards Hill Road north to MD 22 to I-95 / Bush Chapel Road south	-0.684931507	2
http://en.wikipedia.org/wiki/Eclipse_(horse)		Stud record	3	Major Wins	1200 Guineas Stakes, Clermont Cup (x3), Jockey Club Plate (x3), Newmarket Whip (x2), Craven Stakes___Guildford King's Plate, Winchester King's Plate___Lewes King's Plate___Epsom Derby___Craven Stakes___Epsom Derby___1200 Guineas Stakes, Cumberland Subscription Stakes___Epsom Derby, 1200 Guineas Stakes___Epsom Oaks___Macaroni Stakes"	"1200 Guineas Stakes, Clermont Cup (x3), Jockey Club Plate (x3), Newmarket Whip (x2), Craven Stakes___Lewes King's Plate"	-0.6875	2
http://tr.wikipedia.org/wiki/Yard%C4%B1m:Matematiksel_form%C3%BCller		Alphabets and typefaces	0	Greek alphabet	\Eta \Theta \Iota \Kappa \Lambda \Mu___\Nu \Xi \Pi \Rho \Sigma \Tau___\Upsilon \Phi \Chi \Psi \Omega___\alpha \beta \gamma \delta \epsilon \zeta___\eta \theta \iota \kappa \lambda \mu___\nu \xi \pi \rho \sigma \tau___\upsilon \phi \chi \psi \omega___\varepsilon \digamma \vartheta \varkappa___\varpi \varrho \varsigma \varphi___Blackboard Bold/Scripts___\mathbb{A} \mathbb{B} \mathbb{C} \mathbb{D} \mathbb{E} \mathbb{F} \mathbb{G}___\mathbb{H} \mathbb{I} \mathbb{J} \mathbb{K} \mathbb{L} \mathbb{M}___\mathbb{N} \mathbb{O} \mathbb{P} \mathbb{Q} \mathbb{R} \mathbb{S} \mathbb{T}___\mathbb{U} \mathbb{V} \mathbb{W} \mathbb{X} \mathbb{Y} \mathbb{Z}___boldface (vectors)___\mathbf{A} \mathbf{B} \mathbf{C} \mathbf{D} \mathbf{E} \mathbf{F} \mathbf{G}___\mathbf{H} \mathbf{I} \mathbf{J} \mathbf{K} \mathbf{L} \mathbf{M}___\mathbf{N} \mathbf{O} \mathbf{P} \mathbf{Q} \mathbf{R} \mathbf{S} \mathbf{T}___\mathbf{U} \mathbf{V} \mathbf{W} \mathbf{X} \mathbf{Y} \mathbf{Z}___\mathbf{a} \mathbf{b} \mathbf{c} \mathbf{d} \mathbf{e} \mathbf{f} \mathbf{g}___\mathbf{h} \mathbf{i} \mathbf{j} \mathbf{k} \mathbf{l} \mathbf{m}___\mathbf{n} \mathbf{o} \mathbf{p} \mathbf{q} \mathbf{r} \mathbf{s} \mathbf{t}___\mathbf{u} \mathbf{v} \mathbf{w} \mathbf{x} \mathbf{y} \mathbf{z}___\mathbf{0} \mathbf{1} \mathbf{2} \mathbf{3} \mathbf{4}___\mathbf{5} \mathbf{6} \mathbf{7} \mathbf{8} \mathbf{9}___Boldface (greek)___\boldsymbol{\Alpha} \boldsymbol{\Beta} \boldsymbol{\Gamma} \boldsymbol{\Delta} \boldsymbol{\Epsilon} \boldsymbol{\Zeta}___\boldsymbol{\Eta} \boldsymbol{\Theta} \boldsymbol{\Iota} \boldsymbol{\Kappa} \boldsymbol{\Lambda} \boldsymbol{\Mu}___\boldsymbol{\Nu} \boldsymbol{\Xi} \boldsymbol{\Pi} \boldsymbol{\Rho} \boldsymbol{\Sigma} \boldsymbol{\Tau}___\boldsymbol{\Upsilon} \boldsymbol{\Phi} \boldsymbol{\Chi} \boldsymbol{\Psi} \boldsymbol{\Omega}___\boldsymbol{\alpha} \boldsymbol{\beta} \boldsymbol{\gamma} \boldsymbol{\delta} \boldsymbol{\epsilon} \boldsymbol{\zeta}___\boldsymbol{\eta} \boldsymbol{\theta} \boldsymbol{\iota} \boldsymbol{\kappa} \boldsymbol{\lambda} \boldsymbol{\mu}___\boldsymbol{\nu} \boldsymbol{\xi} \boldsymbol{\pi} \boldsymbol{\rho} \boldsymbol{\sigma} \boldsymbol{\tau}___\boldsymbol{\upsilon} \boldsymbol{\phi} \boldsymbol{\chi} \boldsymbol{\psi} \boldsymbol{\omega}___\boldsymbol{\varepsilon} \boldsymbol{\digamma} \boldsymbol{\vartheta} \boldsymbol{\varkappa}___\boldsymbol{\varpi} \boldsymbol{\varrho} \boldsymbol{\varsigma} \boldsymbol{\varphi}___Italics___\mathit{A} \mathit{B} \mathit{C} \mathit{D} \mathit{E} \mathit{F} \mathit{G}___\mathit{H} \mathit{I} \mathit{J} \mathit{K} \mathit{L} \mathit{M}___\mathit{N} \mathit{O} \mathit{P} \mathit{Q} \mathit{R} \mathit{S} \mathit{T}___\mathit{U} \mathit{V} \mathit{W} \mathit{X} \mathit{Y} \mathit{Z}___\mathit{a} \mathit{b} \mathit{c} \mathit{d} \mathit{e} \mathit{f} \mathit{g}___\mathit{h} \mathit{i} \mathit{j} \mathit{k} \mathit{l} \mathit{m}___\mathit{n} \mathit{o} \mathit{p} \mathit{q} \mathit{r} \mathit{s} \mathit{t}___\mathit{u} \mathit{v} \mathit{w} \mathit{x} \mathit{y} \mathit{z}___\mathit{0} \mathit{1} \mathit{2} \mathit{3} \mathit{4}___\mathit{5} \mathit{6} \mathit{7} \mathit{8} \mathit{9}___Roman typeface___\mathrm{A} \mathrm{B} \mathrm{C} \mathrm{D} \mathrm{E} \mathrm{F} \mathrm{G}___\mathrm{H} \mathrm{I} \mathrm{J} \mathrm{K} \mathrm{L} \mathrm{M}___\mathrm{N} \mathrm{O} \mathrm{P} \mathrm{Q} \mathrm{R} \mathrm{S} \mathrm{T}___\mathrm{U} \mathrm{V} \mathrm{W} \mathrm{X} \mathrm{Y} \mathrm{Z}___\mathrm{a} \mathrm{b} \mathrm{c} \mathrm{d} \mathrm{e} \mathrm{f} \mathrm{g}___\mathrm{h} \mathrm{i} \mathrm{j} \mathrm{k} \mathrm{l} \mathrm{m}___\mathrm{n} \mathrm{o} \mathrm{p} \mathrm{q} \mathrm{r} \mathrm{s} \mathrm{t}___\mathrm{u} \mathrm{v} \mathrm{w} \mathrm{x} \mathrm{y} \mathrm{z}___\mathrm{0} \mathrm{1} \mathrm{2} \mathrm{3} \mathrm{4}___\mathrm{5} \mathrm{6} \mathrm{7} \mathrm{8} \mathrm{9}___Fraktur typeface___\mathfrak{A} \mathfrak{B} \mathfrak{C} \mathfrak{D} \mathfrak{E} \mathfrak{F} \mathfrak{G}___\mathfrak{H} \mathfrak{I} \mathfrak{J} \mathfrak{K} \mathfrak{L} \mathfrak{M}___\mathfrak{N} \mathfrak{O} \mathfrak{P} \mathfrak{Q} \mathfrak{R} \mathfrak{S} \mathfrak{T}___\mathfrak{U} \mathfrak{V} \mathfrak{W} \mathfrak{X} \mathfrak{Y} \mathfrak{Z}___\mathfrak{a} \mathfrak{b} \mathfrak{c} \mathfrak{d} \mathfrak{e} \mathfrak{f} \mathfrak{g}___\mathfrak{h} \mathfrak{i} \mathfrak{j} \mathfrak{k} \mathfrak{l} \mathfrak{m}___\mathfrak{n} \mathfrak{o} \mathfrak{p} \mathfrak{q} \mathfrak{r} \mathfrak{s} \mathfrak{t}___\mathfrak{u} \mathfrak{v} \mathfrak{w} \mathfrak{x} \mathfrak{y} \mathfrak{z}___\mathfrak{0} \mathfrak{1} \mathfrak{2} \mathfrak{3} \mathfrak{4}___\mathfrak{5} \mathfrak{6} \mathfrak{7} \mathfrak{8} \mathfrak{9}___Calligraphy/Script___\mathcal{A} \mathcal{B} \mathcal{C} \mathcal{D} \mathcal{E} \mathcal{F} \mathcal{G}___\mathcal{H} \mathcal{I} \mathcal{J} \mathcal{K} \mathcal{L} \mathcal{M}___\mathcal{N} \mathcal{O} \mathcal{P} \mathcal{Q} \mathcal{R} \mathcal{S} \mathcal{T}___\mathcal{U} \mathcal{V} \mathcal{W} \mathcal{X} \mathcal{Y} \mathcal{Z}___Hebrew___\aleph \beth \gimel \daleth	\mathbf{0} \mathbf{1} \mathbf{2} \mathbf{3} \mathbf{4}___Boldface (greek)	-0.682539683	2
http://ja.wikipedia.org/wiki/%E5%BB%88%E9%96%80%E5%B8%82		????€?	9	9???	23.3 (73.9)___141.4 (5.567)___78___178.9	141.4 (5.567)___78	-0.671875	2
http://it.wikipedia.org/wiki/Coppa_del_Mondo_di_cricket_1987		Fase a gironi	4	Risultato	NZL vince di tre runs___AUS vince di 96 runs___IND vince di 16 runs___IND vince di 8 wickets___AUS vince di tre runs Rinviata al 19 per pioggia, ridotta a 30 overs a testa per pioggia___IND vince di 56 runs___NZL vince di 4 wickets___IND vince di 7 wickets___AUS vince di 17 runs___AUS vince di 70 runs___IND vince di 9 wickets"	"NZL vince di tre runs___AUS vince di tre runs Rinviata al 19 per pioggia, ridotta a 30 overs a testa per pioggia"	-0.681818182	2
http://en.wikipedia.org/wiki/Loop_(Texarkana)		Exit list	7	Notes	State border, Loop 151 becomes Highway 151___South end of overlap with Future I-49 / Highway 549 East end of Highway 151 and overlap___Northern terminus, state border"	"South end of overlap with Future I-49 / Highway 549 East end of Highway 151 and overlap___Northern terminus, state border"	-0.679012346	0
http://en.m.wikipedia.org/wiki/List_of_closed_railway_stations_in_Melbourne		LinesEdit	4	Current status	Dismantled (except for reopened Alamein line). Reservation intact and used as a linear park and is part of the Anniversary Outer Circle Trail north of East Camberwell station (still in operation).___Dismantled and some of reservation sold. Some has a rail-trail.___Reservation intact, used for rail-trail"	Dismantled (except for reopened Alamein line). Reservation intact and used as a linear park and is part of the Anniversary Outer Circle Trail north of East Camberwell station (still in operation).___Dismantled and some of reservation sold. Some has a rail-trail.	-0.675	0
http://it.wikipedia.org/wiki/Lista_delle_composizioni_di_Wolfgang_Amadeus_Mozart		Catalogo	0	N??	K Anh. 2___K Anh. 3___K Anh. 3___K Anh. 5___K Anh. 8___K Anh. 9___K Anh. 11___K Anh. 11a___K Anh. 13___K Anh. 16___K Anh. 18___K Anh. 19___K Anh. 20___K Anh. 22___K Anh. 23___K Anh. 25___K Anh. 26___K Anh. 28___K Anh. 29___K Anh. 30___K Anh. 31___K Anh. 33___K Anh. 34___K Anh. 35___K Anh. 37___K Anh. 38___K Anh. 39___K Anh. 40___K Anh. 41___K Anh. 42___K Anh. 43___K Anh. 45___K Anh. 47___K Anh. 50___K Anh. 54___K Anh. 55___K Anh. 56___K Anh. 57___K Anh. 58___K Anh. 59___K Anh. 61___K Anh. 62___K Anh. 63___K Anh. 64___K Anh. 65___K Anh. 66___K Anh. 67___K Anh. 68___K Anh. 71___K Anh. 73___K Anh. 74___K Anh. 75___K Anh. 79___K Anh. 80___K Anh. 81___K Anh. 82___K Anh. 83___K Anh. 86___K Anh. 87___K Anh. 88___K Anh. 89___K Anh. 90___K Anh. 91___K Anh. 92___K Anh. 93___K Anh. 94___K Anh. 95___K Anh. 96___K Anh. 97___K Anh. 98a___K Anh. 100___K Anh. 102___K Anh. 107___K Anh. 108___K Anh. 109___K Anh. 109g___K Anh. 136 (dubbia)___K Anh. 171___K Anh. 191___K Anh. 203___K Anh. 206___K Anh. 214___K Anh. 215___K Anh. 217___K Anh. 218___K Anh. 220___K Anh. 221___K Anh. 222___K Anh. 223___K Anh. 226___K Anh. 227___K Anh. 229___K Anh. 230___K Anh. 245___K 294d___K Anh. B zu 450___K Anh. B zu 450, 456, 590___K Anh. C.9.06___K Anh. C.13.02___K Anh. C.25.04___K Anh. C.25.05"	K 294d___K Anh. C.9.06	-0.68115942	0
http://it.wikipedia.org/wiki/Yu-Gi-Oh		Serie di Yu-Gi-Oh!	2	Trasposizioni (in grassetto la trasposizione originaria)	Anime Manga___Anime Manga___Manga 2 Anime Yu-Gi-Oh! D Team ZEXAL (spin-off)	Anime Manga___Manga 2 Anime Yu-Gi-Oh! D Team ZEXAL (spin-off)	-0.68	2
http://nl.wikipedia.org/wiki/Lijst_van_rijksmonumenten_in_Houtigehage		Kortehemmen	2	Bouwjaar	13e eeuw (kerk) 1620 (oostgevel kerk) 1750 (klok in klokkenstoel) 1950 (renov. klokkenstoel)___1718	13e eeuw (kerk) 1620 (oostgevel kerk) 1750 (klok in klokkenstoel) 1950 (renov. klokkenstoel)___1718	-0.675675676	2
